objID,type,flags,clean,score,specObjID,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z,ra,dec,angular_distance_arcsec,SNID,SN_RA,SN_Dec,Galaxy_RA_sdss,Galaxy_Dec_sdss,F160W_Mag,F160W_Mag_Error,F160W_Flux,F160W_Flux_Error,F140W_Mag,F140W_Mag_Error,F140W_Flux,F140W_Flux_Error,F625W_Mag,F625W_Mag_Error,F625W_Flux,F625W_Flux_Error,F125W_Mag,F125W_Mag_Error,F125W_Flux,F125W_Flux_Error,F110W_Mag,F110W_Mag_Error,F110W_Flux,F110W_Flux_Error,F125LP;N/A_Mag,F125LP;N/A_Mag_Error,F125LP;N/A_Flux,F125LP;N/A_Flux_Error,F775W_Mag,F775W_Mag_Error,F775W_Flux,F775W_Flux_Error,F105W_Mag,F105W_Mag_Error,F105W_Flux,F105W_Flux_Error
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475216,3,193583034536464,1,0.8461693,8014423929916772352,21.95404,0.2060804,21.41921,0.05710636,20.53088,0.04181031,20.07108,0.04073977,19.98056,0.1575669,189.284550354888,62.1822169706022,33.57349881887026,Borg,189.288167,62.191389,189.284550354888,62.1822169706022,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306475119,3,35253360001040,1,0.8461693,879393013120395264,19.54622,0.06991477,18.19293,0.01005888,17.54124,0.008922412,17.19431,0.00967343,16.95676,0.03223177,189.33868046585,62.2131162393172,115.36904070010418,Borg,189.288167,62.191389,189.33868046585,62.2131162393172,22.41291257037344,0.04110833333333334,92.48365066666666,0.33743256666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237668297678651443,3,35253361185040,1,0.8659633,6140848408347561984,26.96519,4.405081,17.54594,0.02622246,16.2062,0.01273969,15.64163,0.01093179,15.56753,0.03874716,212.501201840658,17.5533640206745,53.762846618291114,1997cn,212.49067,17.54231,212.501201840658,17.5533640206745,,,,,,,,,,,,,,,,,11.777908688789182,0.0,1038560.0,18.37498,,,,,,,,,,,,
1237668297678651439,3,35287720923152,1,0.8659633,3105294141362300928,19.46161,0.0493658,17.9986,0.007502189,17.20656,0.005826061,16.79158,0.005623925,16.55258,0.013741,212.493555142437,17.5644781510613,80.41741043593662,1997cn,212.49067,17.54231,212.493555142437,17.5644781510613,,,,,,,,,,,,,,,,,11.777908688789182,0.0,1038560.0,18.37498,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
